Cluster Name,Environment,Cluster Descriptor,CVE,Fixable,Severity,CVSS,Env. Impact,Impact Score,Nodes,Published On,Discovered On,Link,Summary
aap,cluster,,CVE-2022-27650,Not Fixable,Moderate,5.6,100%,3.40,ip-10-0-225-175.us-east-2.compute.internal,,2024-02-26T07:19:41.86667945Z,https://access.redhat.com/security/cve/CVE-2022-27650,"DOCUMENTATION: A flaw was found in crun where containers were incorrectly started with non-empty default permissions. A vulnerability was found in Moby (Docker Engine) where containers were started incorrectly with non-empty inheritable Linux process capabilities. This flaw allows an attacker with access to programs with inheritable file capabilities to elevate those capabilities to the permitted set when execve(2) runs. 
            STATEMENT: This issue is related to the general vulnerability found in Moby (Docker Engine), which has been assigned CVE-2022-24769.

Among the supported OpenShift Container Platform releases, only v4.10 is affected by this flaw.
            MITIGATION: The entry point of a container can be modified to use a utility like capsh(1) to drop inheritable capabilities prior to the primary process starting."
aap,cluster,,CVE-2021-3602,Not Fixable,Moderate,5.6,100%,4.00,ip-10-0-225-175.us-east-2.compute.internal,,2024-02-26T07:19:41.86667945Z,https://access.redhat.com/security/cve/CVE-2021-3602,"DOCUMENTATION: An information disclosure flaw was found in Buildah, when building containers using chroot isolation. Running processes in container builds (e.g. Dockerfile RUN commands) can access environment variables from parent and grandparent processes. When run in a container in a CI/CD environment, environment variables may include sensitive information that was shared with the container in order to be used only by Buildah itself (e.g. container registry credentials). 
            STATEMENT: OpenShift Container Platform 4's builder container is not vulnerable to this flaw as it uses OCI isolation (i.e. using runc) and does not use chroot isolation."
aap,cluster,,CVE-2017-14623,Not Fixable,Moderate,5.6,100%,3.40,ip-10-0-225-175.us-east-2.compute.internal,,2024-02-26T07:19:41.86667945Z,https://access.redhat.com/security/cve/CVE-2017-14623,"DOCUMENTATION: The MITRE CVE dictionary describes this issue as: In the ldap.v2 (aka go-ldap) package through 2.5.0 for Go, an attacker may be able to login with an empty password. This issue affects an application using this package if these conditions are met: (1) it relies only on the return error of the Bind function call to determine whether a user is authorized (i.e., a nil return value is interpreted as successful authorization) and (2) it is used with an LDAP server allowing unauthenticated bind. 
            STATEMENT: This issues affects the version of go-ldap/ldap with Red Hat OpenShift Container Platform (OCP) 3.11. However OpenShift explicitly checks for blank passwords in order to prevent anonymous LDAP binds. As the OpenShift 3.11 product packages the vulnerable library, it is affected, but is set to wontfix. Red Hat Product Security has rated this issue as having security impact of Moderate. A future update may address this issue. For additional information, refer to the Issue Severity Classification: https://access.redhat.com/security/updates/classification/.

The 'oc cli' in OCP 3.11 and 4.x also contains the vulnerable go-ldap/ldap library. However, while the oc binary does allow anonymous binds any unauthenticated binds are not possible. Hence the oc cli is marked affected (as it includes the library), but is set to wontfix - this may be addressed in a future release."
aap,cluster,,CVE-2022-1962,Not Fixable,Moderate,5.5,100%,3.60,ip-10-0-225-175.us-east-2.compute.internal,,2024-02-26T07:19:41.86667945Z,https://access.redhat.com/security/cve/CVE-2022-1962,"DOCUMENTATION: A flaw was found in the golang standard library, go/parser. When calling any Parse functions on the Go source code, which contains deeply nested types or declarations, a panic can occur due to stack exhaustion. This issue allows an attacker to impact system availability."
aap,cluster,,CVE-2021-20297,Not Fixable,Moderate,5.5,100%,3.60,ip-10-0-225-175.us-east-2.compute.internal,,2024-02-26T07:19:41.86667945Z,https://access.redhat.com/security/cve/CVE-2021-20297,DOCUMENTATION: A flaw was found in NetworkManager. Setting match.path and activating a profile crashes NetworkManager. The highest threat from this vulnerability is to system availability.
aap,cluster,,RHSA-2024:0454,Fixable,Moderate,5.3,100%,1.40,ip-10-0-225-175.us-east-2.compute.internal,2024-01-25T00:00:00Z,2024-02-29T05:47:23.342076098Z,https://access.redhat.com/errata/RHSA-2024:0454,"Python is an interpreted, interactive, object-oriented programming language, which includes modules, classes, exceptions, very high level dynamic data types and dynamic typing. Python supports interfaces to many system calls and libraries, as well as to various windowing systems.

Security Fix(es):

* python: Parsing errors in email/_parseaddr.py lead to incorrect value in email address part of tuple (CVE-2023-27043)

For more details about the security issue(s), including the impact, a CVSS score, acknowledgments, and other related information, refer to the CVE page(s) listed in the References section."
aap,cluster,,RHSA-2024:0452,Fixable,Moderate,5.3,100%,1.40,ip-10-0-225-175.us-east-2.compute.internal,2024-01-25T00:00:00Z,2024-02-29T05:47:23.342076098Z,https://access.redhat.com/errata/RHSA-2024:0452,"The curl packages provide the libcurl library and the curl utility for downloading files from servers using various protocols, including HTTP, FTP, and LDAP.

Security Fix(es):

* curl: information disclosure by exploiting a mixed case flaw (CVE-2023-46218)

Bug Fix(es):

* Cannot upload files bigger than 64K to ""SSH-2.0-9.99 sshlib"" server, transfer hangs (RHEL-14836)

* curl: Incomplete patch for host name wildcard checking (RHEL-20618)

For more details about the security issue(s), including the impact, a CVSS score, acknowledgments, and other related information, refer to the CVE page(s) listed in the References section."
aap,cluster,,CVE-2023-39326,Not Fixable,Moderate,5.3,100%,1.40,ip-10-0-225-175.us-east-2.compute.internal,,2024-02-26T07:19:41.86667945Z,https://access.redhat.com/security/cve/CVE-2023-39326,"DOCUMENTATION: A flaw was found in the Golang net/http/internal package. This issue may allow a malicious user to send an HTTP request and cause the receiver to read more bytes from network than are in the body (up to 1GiB), causing the receiver to fail reading the response, possibly leading to a Denial of Service (DoS). 
            
            MITIGATION: No mitigation is available for this flaw."
aap,cluster,,CVE-2022-27649,Not Fixable,Moderate,5.0,100%,3.40,ip-10-0-225-175.us-east-2.compute.internal,,2024-02-26T07:19:41.86667945Z,https://access.redhat.com/security/cve/CVE-2022-27649,"DOCUMENTATION: A flaw was found in Podman, where containers were started incorrectly with non-empty default permissions. A vulnerability was found in Moby (Docker Engine), where containers were started incorrectly with non-empty inheritable Linux process capabilities. This flaw allows an attacker with access to programs with inheritable file capabilities to elevate those capabilities to the permitted set when execve(2) runs. 
            STATEMENT: This issue is related to the general vulnerability found in Moby (Docker Engine), which has been assigned CVE-2022-24769."
aap,cluster,,CVE-2017-9226,Not Fixable,Moderate,4.8,100%,2.50,ip-10-0-225-175.us-east-2.compute.internal,,2024-02-26T07:19:41.86667945Z,https://access.redhat.com/security/cve/CVE-2017-9226,"DOCUMENTATION: The MITRE CVE dictionary describes this issue as: An issue was discovered in Oniguruma 6.2.0, as used in Oniguruma-mod in Ruby through 2.4.1 and mbstring in PHP through 7.1.5. A heap out-of-bounds write or read occurs in next_state_val() during regular expression compilation. Octal numbers larger than 0xff are not handled correctly in fetch_token() and fetch_token_in_cc(). A malformed regular expression containing an octal number in the form of '\700' would produce an invalid code point value larger than 0xff in next_state_val(), resulting in an out-of-bounds write memory corruption."
aap,cluster,,CVE-2019-19246,Not Fixable,Low,4.8,100%,2.50,ip-10-0-225-175.us-east-2.compute.internal,,2024-02-26T07:19:41.86667945Z,https://access.redhat.com/security/cve/CVE-2019-19246,"DOCUMENTATION: The MITRE CVE dictionary describes this issue as: Oniguruma through 6.9.3, as used in PHP 7.3.x and other products, has a heap-based buffer over-read in str_lower_case_match in regexec.c."
aap,cluster,,CVE-2022-3248,Not Fixable,Low,4.4,100%,3.60,ip-10-0-225-175.us-east-2.compute.internal,,2024-02-26T07:19:41.86667945Z,https://access.redhat.com/security/cve/CVE-2022-3248,"DOCUMENTATION: A flaw was found in OpenShift API, as admission checks do not enforce ""custom-host"" permissions. This issue could allow an attacker to violate the boundaries, as permissions will not be applied."
aap,cluster,,CVE-2022-4145,Not Fixable,Low,4.3,100%,1.40,ip-10-0-225-175.us-east-2.compute.internal,,2024-02-29T05:47:23.342076098Z,https://access.redhat.com/security/cve/CVE-2022-4145,DOCUMENTATION: No description is available for this CVE.
aap,cluster,,CVE-2022-2989,Not Fixable,Low,3.6,100%,2.50,ip-10-0-225-175.us-east-2.compute.internal,,2024-02-26T07:19:41.86667945Z,https://access.redhat.com/security/cve/CVE-2022-2989,DOCUMENTATION: An incorrect handling of the supplementary groups in the Podman container engine might lead to the sensitive information disclosure or possible data modification if an attacker has direct access to the affected container where supplementary groups are used to set access permissions and is able to execute a binary code in that container.
aap,cluster,,CVE-2022-4123,Not Fixable,Low,3.1,100%,1.40,ip-10-0-225-175.us-east-2.compute.internal,,2024-02-26T07:19:41.86667945Z,https://access.redhat.com/security/cve/CVE-2022-4123,"DOCUMENTATION: A flaw was found in Buildah. The local path and the lowest subdirectory may be disclosed due to incorrect absolute path traversal, resulting in an impact to confidentiality. 
            STATEMENT: These bugs come about when ""podman --remote build -t test1 -f /tmp/Dockerfile> emptydir"" is run, thus affecting buildah, but the bug itself needs to be fixed in podman, and ported to Buildah."
aap,cluster,,CVE-2021-25743,Not Fixable,Low,3.0,100%,1.40,ip-10-0-225-175.us-east-2.compute.internal,,2024-02-26T07:19:41.86667945Z,https://access.redhat.com/security/cve/CVE-2021-25743,"DOCUMENTATION: kubectl does not neutralize escape, meta or control sequences contained in the raw data it outputs to a terminal. This includes but is not limited to the unstructured string fields in objects such as Events."
aap,cluster,,CVE-2019-18466,Not Fixable,Moderate,2.5,100%,1.40,ip-10-0-225-175.us-east-2.compute.internal,,2024-02-26T07:19:41.86667945Z,https://access.redhat.com/security/cve/CVE-2019-18466,"DOCUMENTATION: It was discovered that podman resolves a symlink in the host context during a copy operation from the container to the host. An attacker could create a container image containing particular symlinks that, when copied by a victim user to the host filesystem, may overwrite existing files with others from the host. 
            STATEMENT: This issue did not affect the versions of podman as shipped with Red Hat Enterprise Linux 8 as they did not include support for the copy function.

This issue did not affect the versions of podman as shipped in OpenShift Container Platform 3.11 and 4.1 as they did not include support for the copy function.

The version of podman shipped in OpenShift Container Platform 4.2 was superseded by the version delivered Red Hat Enterprise Linux 8."
